"Fiyat","Oda Sayısı","Bulunduğu Kat","Brüt Metrekare","Binanın Yaşı","Binanın Kat Sayısı","Sehir","Ilce"
"1699000","4","3","115","11-15","3","Ankara","Etimesgut"
"1790000","4","2","115","11-15","3","Ankara","Etimesgut"
"2595000","4","2","130","11-15","3","Ankara","Etimesgut"
"1790000","4","2","115","11-15","3","Ankara","Etimesgut"
"1680000","4","3","115","16-20","3","Ankara","Etimesgut"
"2000000","4","1","125","11-15","3","Ankara","Etimesgut"
"2580000","6","3","225","11-15","3","Ankara","Etimesgut"
"2880000","5","3","165","11-15","3","Ankara","Etimesgut"
"3250000","4","3","135","16-20","4","Ankara","Etimesgut"
"4200000","5","3","200","1","3","Ankara","Etimesgut"
"1470000","3","1","85","16-20","3","Ankara","Etimesgut"
"1800000","4","-1","125","16-20","3","Ankara","Etimesgut"
"2500000","4","2","120","16-20","3","Ankara","Etimesgut"
"1600000","3","1","80","0 (Yeni)","3","Ankara","Etimesgut"
"3100000","4","6","130","16-20","6","Ankara","Etimesgut"
"2950000","4","1","120","0 (Yeni)","3","Ankara","Etimesgut"
"1750000","4","1","105","5-10","3","Ankara","Etimesgut"
"1785000","4","1","115","11-15","3","Ankara","Etimesgut"
"2400000","4","2","130","11-15","3","Ankara","Etimesgut"
"1049000","2","-1","75","11-15","3","Ankara","Etimesgut"
"2150000","4","1","130","11-15","3","Ankara","Etimesgut"
"2500000","4","3","120","11-15","3","Ankara","Etimesgut"
"4500000","6","4","180","0 (Yeni)","4","Ankara","Etimesgut"
"3010000","3","1","90","0 (Yeni)","10","Ankara","Etimesgut"
"3040000","3","2","90","0 (Yeni)","10","Ankara","Etimesgut"
"7250000","5","3","190","0 (Yeni)","10","Ankara","Etimesgut"
"2599000","4","2","120","11-15","3","Ankara","Etimesgut"
"3449000","4","3","150","0 (Yeni)","3","Ankara","Etimesgut"
"3349000","4","2","150","0 (Yeni)","3","Ankara","Etimesgut"
"2800000","6","3","240","11-15","3","Ankara","Etimesgut"
"3349000","4","1","150","0 (Yeni)","3","Ankara","Etimesgut"
"2400000","6","3","240","11-15","3","Ankara","Etimesgut"
"1999000","4","1","120","11-15","3","Ankara","Etimesgut"
"2980000","4","12","170","5-10","12","Ankara","Etimesgut"
"3570000","4","6","170","5-10","10","Ankara","Etimesgut"
"3610000","4","8","170","5-10","10","Ankara","Etimesgut"
"4100000","4","1","145","0 (Yeni)","5","Ankara","Etimesgut"
"3249000","5","3","185","11-15","3","Ankara","Etimesgut"
"2200000","5","3","165","11-15","3","Ankara","Etimesgut"
"3200000","4","3","165","5-10","3","Ankara","Etimesgut"
"2200000","4","2","125","11-15","3","Ankara","Etimesgut"
"2590000","4","2","130","5-10","3","Ankara","Etimesgut"
"2490000","4","1","130","5-10","3","Ankara","Etimesgut"
"2550000","4","3","125","16-20","4","Ankara","Etimesgut"
"2750000","4","3","250","5-10","3","Ankara","Etimesgut"
"1600000","2","2","60","16-20","3","Ankara","Etimesgut"
"5150000","5","2","195","0 (Yeni)","4","Ankara","Etimesgut"
"4950000","4","1","160","0 (Yeni)","5","Ankara","Etimesgut"
"1995000","4","1","135","5-10","3","Ankara","Etimesgut"
"2595000","4","2","129","11-15","3","Ankara","Etimesgut"
"2800000","4","1","120","5-10","4","Ankara","Etimesgut"
"3450000","4","1","180","0 (Yeni)","3","Ankara","Etimesgut"
"1550000","3","4","65","5-10","4","Ankara","Etimesgut"
"2400000","3","2","100","4","14","Ankara","Etimesgut"
"1050000","3","1","95","16-20","3","Ankara","Etimesgut"
"1695000","3","1","100","5-10","3","Ankara","Etimesgut"
"2595000","4","2","130","16-20","4","Ankara","Etimesgut"
"1749000","4","2","125","11-15","3","Ankara","Etimesgut"
"1679000","4","1","135","11-15","3","Ankara","Etimesgut"
"1299000","4","1","120","16-20","5","Ankara","Etimesgut"
"4199000","4","1","160","0 (Yeni)","5","Ankara","Etimesgut"
"2900000","4","3","135","5-10","3","Ankara","Etimesgut"
"3745000","4","5","150","5-10","6","Ankara","Etimesgut"
"2649000","5","3","150","16-20","4","Ankara","Etimesgut"
"2150000","4","3","130","11-15","3","Ankara","Etimesgut"
"3150000","4","1","125","4","4","Ankara","Etimesgut"
"1750000","4","3","125","11-15","4","Ankara","Etimesgut"
"1800000","4","2","125","11-15","4","Ankara","Etimesgut"
"1750000","4","3","130","11-15","3","Ankara","Etimesgut"
"2145000","4","2","145","5-10","3","Ankara","Etimesgut"
"7900000","5","2","240","0 (Yeni)","14","Ankara","Etimesgut"
"2600000","4","3","137","5-10","6","Ankara","Etimesgut"
"3450000","4","2","150","0 (Yeni)","5","Ankara","Etimesgut"
"3750000","5","12","196","5-10","14","Ankara","Etimesgut"
"2450000","4","2","140","11-15","3","Ankara","Etimesgut"
"1750000","4","2","105","16-20","3","Ankara","Etimesgut"
"3300000","4","8","135","21 Ve Üzeri","8","Ankara","Etimesgut"
"2000000","2","5","55","5-10","14","Ankara","Etimesgut"
"2595000","4","2","125","11-15","3","Ankara","Etimesgut"
"4125000","4","2","160","4","10","Ankara","Etimesgut"
"2149000","3","2","90","16-20","4","Ankara","Etimesgut"
"2200000","4","12","125","5-10","12","Ankara","Etimesgut"
"2650000","4","1","140","5-10","3","Ankara","Etimesgut"
"2325000","3","1","95","21 Ve Üzeri","4","Ankara","Etimesgut"
"2550000","4","3","120","21 Ve Üzeri","7","Ankara","Etimesgut"
"1600000","2","2","60","16-20","3","Ankara","Etimesgut"
"3850000","4","3","170","5-10","4","Ankara","Etimesgut"
"3550000","4","6","155","11-15","8","Ankara","Etimesgut"
"2825000","4","1","140","5-10","10","Ankara","Etimesgut"
"5275000","5","4","175","5-10","14","Ankara","Etimesgut"
"2890000","4","3","145","11-15","3","Ankara","Etimesgut"
"3130000","6","4","180","5-10","4","Ankara","Etimesgut"
"2595000","4","2","130","16-20","3","Ankara","Etimesgut"
"2600000","2","8","55","5-10","9","Ankara","Etimesgut"
"1785000","4","2","150","21 Ve Üzeri","3","Ankara","Etimesgut"
"1175000","3","1","110","21 Ve Üzeri","3","Ankara","Etimesgut"
"6150000","3","12","175","3","12","Ankara","Etimesgut"
"1900000","4","1","118","5-10","14","Ankara","Etimesgut"
"3000000","5","7","194","5-10","14","Ankara","Etimesgut"
"1975000","4","4","118","5-10","10","Ankara","Etimesgut"
"2100000","2","1","60","5-10","9","Ankara","Etimesgut"
"2290000","4","1","130","11-15","4","Ankara","Etimesgut"
"2595000","4","2","130","11-15","4","Ankara","Etimesgut"
"3550000","4","4","200","11-15","4","Ankara","Etimesgut"
"2195000","4","1","120","11-15","4","Ankara","Etimesgut"
"2595000","4","2","135","11-15","3","Ankara","Etimesgut"
"1750000","4","4","145","21 Ve Üzeri","4","Ankara","Etimesgut"
"2670000","4","1","125","21 Ve Üzeri","10","Ankara","Etimesgut"
"1890000","2","1","60","5-10","7","Ankara","Etimesgut"
"1720000","4","2","110","16-20","3","Ankara","Etimesgut"
"2249000","5","3","250","11-15","3","Ankara","Etimesgut"
"2000000","4","0","120","5-10","4","Ankara","Etimesgut"
"3850000","3","14","120","2","16","Ankara","Etimesgut"
"1749000","4","1","120","11-15","3","Ankara","Etimesgut"
"2288000","4","1","125","11-15","3","Ankara","Etimesgut"
"3549000","4","3","185","0 (Yeni)","3","Ankara","Etimesgut"
"1849000","4","1","125","11-15","3","Ankara","Etimesgut"
"2290000","6","3","250","16-20","3","Ankara","Etimesgut"
"6000000","5","2","180","0 (Yeni)","7","Ankara","Etimesgut"
"2645000","4","1","120","5-10","5","Ankara","Etimesgut"
"1889000","4","3","135","5-10","3","Ankara","Etimesgut"
"1675000","2","2","50","21 Ve Üzeri","4","Ankara","Etimesgut"
"2050000","4","2","100","21 Ve Üzeri","3","Ankara","Etimesgut"
"5990000","5","2","175","0 (Yeni)","9","Ankara","Etimesgut"
"1745000","2","1","70","5-10","3","Ankara","Etimesgut"
"2950000","4","1","130","2","4","Ankara","Etimesgut"
"1850000","4","1","110","11-15","3","Ankara","Etimesgut"
"2749000","4","4","120","21 Ve Üzeri","7","Ankara","Etimesgut"
"4690000","5","9","200","0 (Yeni)","18","Ankara","Etimesgut"
"2250000","3","1","115","0 (Yeni)","2","Ankara","Etimesgut"
"2200000","3","14","85","21 Ve Üzeri","14","Ankara","Etimesgut"
"1989000","4","2","135","5-10","4","Ankara","Etimesgut"
"2850000","6","3","300","11-15","3","Ankara","Etimesgut"
"2150000","4","-1","134","11-15","12","Ankara","Etimesgut"
"3750000","4","6","180","5-10","8","Ankara","Etimesgut"
"3750000","4","1","160","0 (Yeni)","4","Ankara","Etimesgut"
"2749000","4","3","140","4","3","Ankara","Etimesgut"
"2950000","4","1","140","5-10","4","Ankara","Etimesgut"
"6000000","5","8","220","0 (Yeni)","9","Ankara","Etimesgut"
"3800000","5","1","185","11-15","9","Ankara","Etimesgut"
"3050000","3","1","125","5-10","9","Ankara","Etimesgut"
"2799000","4","3","149","11-15","4","Ankara","Etimesgut"
"1850000","4","1","120","11-15","3","Ankara","Etimesgut"
"1915000","4","1","120","11-15","3","Ankara","Etimesgut"
"2625000","4","3","145","5-10","4","Ankara","Etimesgut"
"2590000","3","4","95","4","11","Ankara","Etimesgut"
"4255000","4","9","140","1","12","Ankara","Etimesgut"
"1950000","4","1","110","21 Ve Üzeri","5","Ankara","Etimesgut"
"1749000","4","1","118","11-15","3","Ankara","Etimesgut"
"5650000","5","15","200","11-15","16","Ankara","Etimesgut"
"2175000","4","2","130","3","3","Ankara","Etimesgut"
"4500000","4","5","150","0 (Yeni)","9","Ankara","Etimesgut"
"5875000","5","8","180","5-10","10","Ankara","Etimesgut"
"2500000","4","1","130","16-20","4","Ankara","Etimesgut"
"2550000","3","0","110","0 (Yeni)","3","Ankara","Etimesgut"
"6700000","5","2","210","5-10","14","Ankara","Etimesgut"
"3849000","4","11","140","16-20","12","Ankara","Etimesgut"
"2399000","4","1","120","11-15","3","Ankara","Etimesgut"
"3950000","4","8","180","3","10","Ankara","Etimesgut"
"2560000","4","7","110","5-10","10","Ankara","Etimesgut"
"2845000","6","3","220","11-15","3","Ankara","Etimesgut"
"2290000","4","1","130","11-15","3","Ankara","Etimesgut"
"2365000","4","2","130","5-10","3","Ankara","Etimesgut"
"2950000","4","1","130","2","4","Ankara","Etimesgut"
"1670000","3","1","135","5-10","4","Ankara","Etimesgut"
"6500000","5","25","200","4","29","Ankara","Etimesgut"
"2750000","5","3","190","5-10","3","Ankara","Etimesgut"
"3600000","6","3","330","5-10","3","Ankara","Etimesgut"
"2850000","6","3","280","11-15","3","Ankara","Etimesgut"
"3950000","6","3","250","3","5","Ankara","Etimesgut"
"1999000","4","2","120","11-15","3","Ankara","Etimesgut"
"1999000","3","4","95","11-15","4","Ankara","Etimesgut"
"1570000","4","2","130","21 Ve Üzeri","3","Ankara","Etimesgut"
"3049000","3","3","95","0 (Yeni)","9","Ankara","Etimesgut"
"5785000","5","10","180","5-10","10","Ankara","Etimesgut"
"1500000","3","4","120","11-15","4","Ankara","Etimesgut"
"3780000","4","1","150","0 (Yeni)","3","Ankara","Etimesgut"
"2499000","5","3","160","5-10","4","Ankara","Etimesgut"
"4347000","4","3","165","0 (Yeni)","6","Ankara","Etimesgut"
"4349000","4","2","165","0 (Yeni)","6","Ankara","Etimesgut"
"1789000","4","1","130","11-15","4","Ankara","Etimesgut"
"2600000","4","1","120","0 (Yeni)","3","Ankara","Etimesgut"
"2750000","3","1","100","1","8","Ankara","Etimesgut"
"2590000","3","1","95","0 (Yeni)","9","Ankara","Etimesgut"
"6999000","5","6","180","0 (Yeni)","16","Ankara","Etimesgut"
"5500000","5","7","175","0 (Yeni)","9","Ankara","Etimesgut"
"6190000","5","10","195","0 (Yeni)","20","Ankara","Etimesgut"
"2750000","5","3","150","5-10","3","Ankara","Etimesgut"
"2000000","4","2","120","11-15","4","Ankara","Etimesgut"
"4400000","4","2","160","0 (Yeni)","5","Ankara","Etimesgut"
"2240000","4","3","120","3","3","Ankara","Etimesgut"
"2260000","4","2","120","11-15","3","Ankara","Etimesgut"
"2140000","3","4","90","21 Ve Üzeri","4","Ankara","Etimesgut"
"2850000","6","4","290","16-20","4","Ankara","Etimesgut"
"1850000","4","0","120","16-20","5","Ankara","Etimesgut"
"1600000","3","6","95","5-10","12","Ankara","Etimesgut"
"2685000","4","3","110","16-20","4","Ankara","Etimesgut"
"2100000","4","3","110","16-20","3","Ankara","Etimesgut"
"6990000","4","3","145","0 (Yeni)","5","Ankara","Etimesgut"
"3849000","4","1","135","0 (Yeni)","3","Ankara","Etimesgut"
"2850000","2","11","65","5-10","12","Ankara","Etimesgut"
"2360000","4","1","120","16-20","4","Ankara","Etimesgut"
"2150000","4","2","95","21 Ve Üzeri","3","Ankara","Etimesgut"
"4150000","5","1","165","4","12","Ankara","Etimesgut"
"4399000","4","3","160","0 (Yeni)","5","Ankara","Etimesgut"
"1850000","4","0","120","16-20","5","Ankara","Etimesgut"
"2560000","4","7","110","5-10","10","Ankara","Etimesgut"
"1600000","4","3","130","11-15","3","Ankara","Etimesgut"
"2849000","6","3","280","16-20","3","Ankara","Etimesgut"
"3400000","4","10","136","11-15","10","Ankara","Etimesgut"
"2535000","3","1","115","11-15","10","Ankara","Etimesgut"
"2550000","3","2","105","0 (Yeni)","5","Ankara","Etimesgut"
"2189000","4","3","155","11-15","4","Ankara","Etimesgut"
"1500000","3","4","95","11-15","4","Ankara","Etimesgut"
"3675000","4","14","160","5-10","14","Ankara","Etimesgut"
"2100000","2","1","79","5-10","13","Ankara","Etimesgut"
"3400000","4","8","140","11-15","8","Ankara","Etimesgut"
"6000000","4","2","200","0 (Yeni)","2","Ankara","Etimesgut"
"2800000","3","2","95","0 (Yeni)","3","Ankara","Etimesgut"
"1735000","4","3","115","16-20","3","Ankara","Etimesgut"
"2570000","4","3","120","21 Ve Üzeri","4","Ankara","Etimesgut"
"2620000","3","4","95","4","11","Ankara","Etimesgut"
"3899000","4","4","165","0 (Yeni)","4","Ankara","Etimesgut"
"2499000","4","2","130","11-15","3","Ankara","Etimesgut"
"5255000","4","9","140","0 (Yeni)","12","Ankara","Etimesgut"
"2320000","3","0","88","0 (Yeni)","4","Ankara","Etimesgut"
"4500000","4","14","165","5-10","16","Ankara","Etimesgut"
"2600000","5","3","180","11-15","3","Ankara","Etimesgut"
"3350000","4","1","110","0 (Yeni)","4","Ankara","Etimesgut"
"1980000","2","0","74","0 (Yeni)","4","Ankara","Etimesgut"
"1845000","1","2","110","5-10","4","Ankara","Etimesgut"
"4050000","4","5","170","4","10","Ankara","Etimesgut"
"2790000","3","3","85","0 (Yeni)","4","Ankara","Etimesgut"
"4225000","5","3","188","2","15","Ankara","Etimesgut"
"2149000","3","1","100","5-10","3","Ankara","Etimesgut"
"4500000","5","0","175","5-10","14","Ankara","Etimesgut"
"2350000","2","1","65","5-10","8","Ankara","Etimesgut"
"1890000","2","6","55","5-10","10","Ankara","Etimesgut"
"1285000","3","1","115","11-15","5","Ankara","Etimesgut"
"1950000","4","1","105","16-20","4","Ankara","Etimesgut"
"2090000","4","1","130","11-15","3","Ankara","Etimesgut"
"5150000","3","1","90","0 (Yeni)","21","Ankara","Etimesgut"
"1710000","4","3","105","21 Ve Üzeri","6","Ankara","Etimesgut"
"2290000","4","1","135","11-15","3","Ankara","Etimesgut"
"2099000","4","1","120","11-15","5","Ankara","Etimesgut"
"1389000","4","1","110","21 Ve Üzeri","4","Ankara","Etimesgut"
"1490000","3","5","120","11-15","5","Ankara","Etimesgut"
"3849000","4","1","135","0 (Yeni)","3","Ankara","Etimesgut"
"3549000","4","1","135","0 (Yeni)","3","Ankara","Etimesgut"
"2519000","3","-1","100","0 (Yeni)","3","Ankara","Etimesgut"
"2050000","4","1","110","16-20","3","Ankara","Etimesgut"
"1500000","2","4","58","21 Ve Üzeri","4","Ankara","Etimesgut"
"2249000","6","3","220","16-20","3","Ankara","Etimesgut"
"2757000","4","2","140","2","3","Ankara","Etimesgut"
"2849000","4","3","165","5-10","3","Ankara","Etimesgut"
"1449000","4","-1","110","5-10","3","Ankara","Etimesgut"
"1699000","3","1","110","11-15","3","Ankara","Etimesgut"
"1895000","4","1","135","5-10","3","Ankara","Etimesgut"
"2290000","4","1","130","16-20","3","Ankara","Etimesgut"
"2850000","6","3","280","16-20","3","Ankara","Etimesgut"
"3549000","4","1","125","0 (Yeni)","4","Ankara","Etimesgut"
"7900000","6","2","270","0 (Yeni)","2","Ankara","Etimesgut"
"2379000","4","2","135","5-10","3","Ankara","Etimesgut"
"2150000","3","2","90","11-15","3","Ankara","Etimesgut"
"2150000","3","1","110","11-15","3","Ankara","Etimesgut"
"1899000","4","1","130","11-15","20","Ankara","Etimesgut"
"3250000","4","7","125","11-15","10","Ankara","Etimesgut"
"2290000","4","1","130","11-15","4","Ankara","Etimesgut"
"2290000","4","1","140","11-15","3","Ankara","Etimesgut"
"7600000","5","9","250","1","21","Ankara","Etimesgut"
"1859000","3","4","160","11-15","4","Ankara","Etimesgut"
"2800000","5","1","165","4","3","Ankara","Etimesgut"
"3450000","4","1","130","11-15","9","Ankara","Etimesgut"
"5750000","5","3","185","5-10","8","Ankara","Etimesgut"
"2150000","5","4","165","11-15","4","Ankara","Etimesgut"
"6350000","6","6","265","5-10","10","Ankara","Etimesgut"
"3500000","4","3","155","0 (Yeni)","5","Ankara","Etimesgut"
"2950000","4","2","140","16-20","8","Ankara","Etimesgut"
"3500000","3","1","80","0 (Yeni)","4","Ankara","Etimesgut"
"7000000","5","14","250","1","20","Ankara","Etimesgut"
"1430000","3","1","110","5-10","3","Ankara","Etimesgut"
"3950000","4","7","140","11-15","7","Ankara","Etimesgut"
"1850000","4","4","125","16-20","4","Ankara","Etimesgut"
"2139000","4","1","120","11-15","5","Ankara","Etimesgut"
"1375000","1","4","50","5-10","12","Ankara","Etimesgut"
"7750000","5","2","200","11-15","14","Ankara","Etimesgut"
"3950000","3","7","78","0 (Yeni)","21","Ankara","Etimesgut"
"2449000","4","2","130","11-15","3","Ankara","Etimesgut"
"3750000","5","2","165","0 (Yeni)","4","Ankara","Etimesgut"
"5600000","5","1","220","5-10","10","Ankara","Etimesgut"
"3950000","5","5","185","5-10","7","Ankara","Etimesgut"
"2849000","4","2","165","5-10","3","Ankara","Etimesgut"
"2550000","6","3","230","11-15","3","Ankara","Etimesgut"
"2250000","4","2","120","5-10","4","Ankara","Etimesgut"
"2950000","5","3","260","11-15","3","Ankara","Etimesgut"
"2750000","3","3","100","3","9","Ankara","Etimesgut"
"4099000","4","4","155","0 (Yeni)","5","Ankara","Etimesgut"
"3250000","4","1","135","11-15","9","Ankara","Etimesgut"
"1950000","4","9","118","5-10","10","Ankara","Etimesgut"
"2590000","4","7","134","11-15","12","Ankara","Etimesgut"
"2650000","4","11","194","5-10","14","Ankara","Etimesgut"
"2600000","4","6","137","5-10","6","Ankara","Etimesgut"
"2150000","4","6","118","5-10","12","Ankara","Etimesgut"
"2500000","4","12","118","5-10","12","Ankara","Etimesgut"
"2550000","4","6","137","5-10","6","Ankara","Etimesgut"
"2650000","4","9","134","11-15","12","Ankara","Etimesgut"
"1750000","3","3","94","11-15","10","Ankara","Etimesgut"
"1650000","3","1","94","11-15","10","Ankara","Etimesgut"
"2590000","4","7","134","11-15","12","Ankara","Etimesgut"
"6200000","5","1","200","0 (Yeni)","5","Ankara","Etimesgut"
"1720000","3","6","94","11-15","10","Ankara","Etimesgut"
"3400000","5","14","192","11-15","14","Ankara","Etimesgut"
"3275000","5","13","197","11-15","13","Ankara","Etimesgut"
"3250000","5","14","192","11-15","14","Ankara","Etimesgut"
"2490000","4","7","134","11-15","12","Ankara","Etimesgut"
"3190000","5","10","193","11-15","14","Ankara","Etimesgut"
"2500000","4","7","134","11-15","12","Ankara","Etimesgut"
"7000000","4","2","150","0 (Yeni)","7","Ankara","Etimesgut"
"1000000","3","-1","80","21 Ve Üzeri","4","Ankara","Etimesgut"
"2900000","3","12","120","0 (Yeni)","13","Ankara","Etimesgut"
"2850000","3","2","95","0 (Yeni)","3","Ankara","Etimesgut"
"1950000","4","2","120","1","3","Ankara","Etimesgut"
"3799000","4","1","200","5-10","10","Ankara","Etimesgut"
"3850000","4","5","165","5-10","10","Ankara","Etimesgut"
"2375000","3","1","70","0 (Yeni)","10","Ankara","Etimesgut"
"7300000","5","1","211","0 (Yeni)","14","Ankara","Etimesgut"
"2650000","4","6","135","5-10","9","Ankara","Etimesgut"
"1799000","3","2","75","21 Ve Üzeri","6","Ankara","Etimesgut"
"3000000","4","2","140","0 (Yeni)","4","Ankara","Etimesgut"
"3350000","3","2","90","0 (Yeni)","6","Ankara","Etimesgut"
"2200000","4","2","150","11-15","4","Ankara","Etimesgut"
"2900000","4","7","150","11-15","11","Ankara","Etimesgut"
"2180000","4","1","125","11-15","5","Ankara","Etimesgut"
"3590000","3","6","110","2","12","Ankara","Etimesgut"
"2250000","4","2","89","11-15","4","Ankara","Etimesgut"
"6400000","5","1","200","0 (Yeni)","15","Ankara","Etimesgut"
"2950000","4","3","140","11-15","9","Ankara","Etimesgut"
"2600000","3","3","110","3","9","Ankara","Etimesgut"
"2475000","6","3","220","16-20","3","Ankara","Etimesgut"
"2270000","4","3","125","11-15","6","Ankara","Etimesgut"
"1900000","4","1","110","21 Ve Üzeri","3","Ankara","Etimesgut"
"3275000","4","3","145","5-10","3","Ankara","Etimesgut"
"2757000","4","2","140","2","3","Ankara","Etimesgut"
"6950000","5","9","250","2","21","Ankara","Etimesgut"
"2689000","3","3","128","3","10","Ankara","Etimesgut"
"2999000","4","3","240","5-10","3","Ankara","Etimesgut"
"2149000","3","2","95","11-15","3","Ankara","Etimesgut"
"4650000","4","12","133","2","22","Ankara","Etimesgut"
"2640000","4","14","120","21 Ve Üzeri","14","Ankara","Etimesgut"
"2600000","4","1","120","0 (Yeni)","3","Ankara","Etimesgut"
"2900000","3","3","100","0 (Yeni)","3","Ankara","Etimesgut"
"1600000","2","5","55","21 Ve Üzeri","5","Ankara","Etimesgut"
"2750000","4","3","130","16-20","3","Ankara","Etimesgut"
"2800000","3","3","95","0 (Yeni)","4","Ankara","Etimesgut"
"1270000","3","1","125","11-15","3","Ankara","Etimesgut"
"3850000","4","8","145","3","8","Ankara","Etimesgut"
"2150000","3","2","110","5-10","3","Ankara","Etimesgut"
"3900000","6","3","250","3","3","Ankara","Etimesgut"
"2500000","6","3","210","16-20","3","Ankara","Etimesgut"
"6000000","5","1","175","1","10","Ankara","Etimesgut"
"1650000","3","1","90","5-10","3","Ankara","Etimesgut"
"4500000","4","2","160","0 (Yeni)","7","Ankara","Etimesgut"
"3300000","4","3","150","0 (Yeni)","3","Ankara","Etimesgut"
"1985000","4","2","115","21 Ve Üzeri","4","Ankara","Etimesgut"
"4225000","5","9","205","5-10","9","Ankara","Etimesgut"
"6225000","4","1","150","1","5","Ankara","Etimesgut"
"2249000","4","4","125","16-20","4","Ankara","Etimesgut"
"3475000","6","6","280","5-10","6","Ankara","Etimesgut"
"2325000","3","1","76","3","12","Ankara","Etimesgut"
"3200000","6","3","290","11-15","3","Ankara","Etimesgut"
"2500000","3","5","110","4","10","Ankara","Etimesgut"
"2950000","4","3","145","16-20","6","Ankara","Etimesgut"
"2950000","5","3","280","11-15","3","Ankara","Etimesgut"
"3150000","4","3","150","0 (Yeni)","3","Ankara","Etimesgut"
"1630000","4","1","140","11-15","3","Ankara","Etimesgut"
"1879000","4","3","135","11-15","3","Ankara","Etimesgut"
"3250000","4","8","120","16-20","10","Ankara","Etimesgut"
"3250000","4","9","160","11-15","10","Ankara","Etimesgut"
"4200000","4","3","120","16-20","14","Ankara","Etimesgut"
"2175000","3","1","74","21 Ve Üzeri","4","Ankara","Etimesgut"
"2749000","4","2","140","5-10","3","Ankara","Etimesgut"
"2150000","3","1","100","11-15","3","Ankara","Etimesgut"
"1964000","4","2","130","11-15","3","Ankara","Etimesgut"
"1674000","4","1","120","11-15","3","Ankara","Etimesgut"
"2099000","3","3","115","5-10","4","Ankara","Etimesgut"
"2150000","3","1","115","5-10","3","Ankara","Etimesgut"
"1950000","4","4","135","16-20","4","Ankara","Etimesgut"
"2150000","3","1","110","11-15","3","Ankara","Etimesgut"
"2950000","5","3","280","11-15","3","Ankara","Etimesgut"
"2449000","4","2","135","11-15","3","Ankara","Etimesgut"
"3000000","4","1","130","0 (Yeni)","5","Ankara","Etimesgut"
"5149000","4","1","160","0 (Yeni)","4","Ankara","Etimesgut"
"2150000","3","2","105","11-15","4","Ankara","Etimesgut"
"2249000","4","4","125","16-20","4","Ankara","Etimesgut"
"3000000","3","2","110","0 (Yeni)","13","Ankara","Etimesgut"
"2250000","4","9","130","16-20","10","Ankara","Etimesgut"
"7550000","6","7","300","11-15","7","Ankara","Etimesgut"
"2025000","3","2","90","21 Ve Üzeri","4","Ankara","Etimesgut"
"1400000","4","1","105","11-15","3","Ankara","Etimesgut"
"3580000","4","5","165","4","10","Ankara","Etimesgut"
"3300000","4","3","140","0 (Yeni)","4","Ankara","Etimesgut"
"2100000","4","1","120","11-15","4","Ankara","Etimesgut"
"4450000","5","1","200","5-10","25","Ankara","Etimesgut"
"4650000","5","3","180","0 (Yeni)","14","Ankara","Etimesgut"
"1329000","5","1","155","16-20","3","Ankara","Etimesgut"
"5200000","5","3","190","0 (Yeni)","13","Ankara","Etimesgut"
"2600000","4","3","130","16-20","4","Ankara","Etimesgut"
"2550000","4","1","135","4","2","Ankara","Etimesgut"
"2250000","3","2","95","21 Ve Üzeri","4","Ankara","Etimesgut"
"3000000","4","6","135","11-15","9","Ankara","Etimesgut"
"2850000","3","0","95","0 (Yeni)","2","Ankara","Etimesgut"
"1500000","3","1","95","16-20","3","Ankara","Etimesgut"
"1530000","4","1","130","21 Ve Üzeri","3","Ankara","Etimesgut"
"2900000","3","2","105","5-10","10","Ankara","Etimesgut"
"970000","3","-1","85","11-15","3","Ankara","Etimesgut"
"6800000","5","15","190","0 (Yeni)","15","Ankara","Etimesgut"
"1350000","3","-1","100","11-15","3","Ankara","Etimesgut"
"1845000","4","2","120","11-15","4","Ankara","Etimesgut"
"2300000","3","1","100","0 (Yeni)","3","Ankara","Etimesgut"
"4900000","4","1","167","5-10","12","Ankara","Etimesgut"
"1600000","4","1","115","16-20","3","Ankara","Etimesgut"
"2770000","3","2","100","0 (Yeni)","3","Ankara","Etimesgut"
"3000000","3","15","90","4","16","Ankara","Etimesgut"
"2500000","6","3","240","16-20","3","Ankara","Etimesgut"
"2149000","4","4","135","11-15","4","Ankara","Etimesgut"
"3150000","4","1","140","0 (Yeni)","3","Ankara","Etimesgut"
"2950000","4","1","140","0 (Yeni)","3","Ankara","Etimesgut"
"6500000","5","26","185","5-10","29","Ankara","Etimesgut"
"1790000","3","1","110","21 Ve Üzeri","8","Ankara","Etimesgut"
"1350000","2","2","70","5-10","5","Ankara","Etimesgut"
"1650000","2","2","52","21 Ve Üzeri","4","Ankara","Etimesgut"
"3450000","4","3","140","11-15","7","Ankara","Etimesgut"
"2700000","4","3","130","11-15","13","Ankara","Etimesgut"
"2000000","3","2","80","16-20","3","Ankara","Etimesgut"
"2200000","4","2","115","16-20","4","Ankara","Etimesgut"
"2385000","3","3","79","21 Ve Üzeri","4","Ankara","Etimesgut"
"3000000","4","1","120","5-10","4","Ankara","Etimesgut"
"1699000","4","3","120","21 Ve Üzeri","3","Ankara","Etimesgut"
"1489000","4","1","110","11-15","3","Ankara","Etimesgut"
"1950000","4","3","125","11-15","3","Ankara","Etimesgut"
"1550000","2","0","55","21 Ve Üzeri","6","Ankara","Etimesgut"
"2850000","4","2","145","11-15","3","Ankara","Etimesgut"
"1295000","4","-2","115","11-15","5","Ankara","Etimesgut"
"2850000","4","2","155","16-20","4","Ankara","Etimesgut"
